post	gender
President Bush has made a statement that he wants to make all internet tax free and slackoff on regulations in order to make high-speed internet availabe to everyone by thge year 2007.  CNET has done it again! They have released a FREE music download service that contains music from independent artists.  AT, the phone company from that really hot place downstairs, is being sued from SBC, the angel of the phone companies. AT is in trouble because they have falsely shown long distance calls as local calls and didn't charge the local phone companies enough to cover the bill. I'm on SBC's side on this.   FUN  GAMES:  urlLink Internet Scrabble Club    This site was a lot of fun. I really suck at Scrabble but it really does drive you to increase your vocabulary. You can access the game by a java applet on the site of downloading a program. But it's not a very graphical interface. You have to use commands to access most features. I give it a 3 out of 5. Try it, you'll probably like it.	m
tsk... tsk... tsk....  admit it, you are obsessed with me.	f
"Robert Anton Wilson doesn't just write ""fiction.""  He also has a book called ""Everything is Under Control:  Conspiracies, Cults, and Cover-Ups"" which is sort of an encyclopedia of, as the titles suggests, conspiracies, cults, and cover-ups.  Here's an interesting entry.  According to this entry, I need to call these people.  The words in the brackets, [] are my responses, not part of the article.   Abductees Anonymous   This organization serves as a support group for persons who believe that extraterrestrials have kidnapped and sexually molested them -- one of the largest subgroups in the   recovered memory   community, trailing behind only the   incest survivors   and the   Satanic abuse   survivors.  While the whole theory and therapy of the ""recovered memory"" movement has come under increasing criticism in recent years, it still has many believers, who sincerely think they their therapists helped them remember (not fantasize) incidents of incest, cannibalism, coprophilia, sadomasochism, rape, infant sacrifice, and/or evil   Greys   -- a race of detached scientific investigators and/or sexual monsters who come from outer space and have engaged in genetic experiments or sexual assault on helpless humans.  AbAnon says nothing about the incest and satanism yarns, also created or discovered by the same hypnotic techniques, but insists that ""many millions"" have had the abduction experience and even if you can't personally remember it -- or  especially  if you can't remember it -- this interstellar rape may have happened to you.  They have a list of 52 symptoms that will help you decide if indeed it did happen to you.  A few significant signs from this list:  -- Have unusual scars or marks with no possible explanation on how you received them, especially if you have an emotional reaction to them (i.e., small scoop indentation, straight line scar, scars in roof of mouth, in nose, behind or in ears, or genitals, etc.).  -- Have a cosmic awareness, an interest in ecology, environment, or vegetarianism, or are very socially conscious.  [Yes, on parts of that.]  -- Have inexplicably strong  fears or phobias (i.e., heights, snakes, spiders, large insects, certain sounds, bright lights, your personal security, or being alone.).  [Yes, sorta, I wouldn't call them inexplicably strong, just normal.]  -- Have the feeling of being watched much of the time, especially at night.  [No, but I often like to imagine people are secretly watching my life, like ""The Truman Show,"" or something.]  -- Have awoken with a soreness in your genitals, which cannot be explained.  [Ummm, not unexplained, no.]  -- Have seen a hooded figure in or near your home, especially next to your bed.  [Nope.]  -- Have had frequent or sporadic ringing in your ears, especially in one ear.  [All the time, but lots of people do.]  -- Have insomnia or sleep disorders that are puzzling you.  [I sleep too much.  I guess that would be considered a sleep disorder.]  -- Have the feeling that you are going crazy for even thinking about these sorts of things.  [No, I just think this list is stupid.]  -- Have had a difficult time trusting other people, especially authority figures.  [Who in this modern world doesn't?]  -- Have had dreams of destruction or catastrophe.  [Dreams: Not really.  Fantasies: Yes.]  -- Have many of these traits but can't remember anything about an abduction or alien encounter.  [Yes.  Though I did see a UFO once, but I have never been abducted that I know of.]  Those who have these stigmata or most of them might contact Abductees Anonymous through the website below.  On the other hand, many of the same (or similar) signs may indicate that you are another incest survivor or Satanic abuse survivor; better consult those entries, too.  Can't be too careful these days.   urlLink http://www.CyberGate.com/~ufonline    Ok, so that's it for the article.  Not that I don't believe in Aliens or anything, I do, but this looks pretty stupid to me.  That list of ""symptoms"" consists mostly of things that nearly everyone experiences, at least occasionally.  Especially that list of fears thing.  Of course, they explain that the reason these are so common is because this has happened to millions of people.  Yeah, I doubt it.  Though they may be on to something.  However I doubt it is Aliens doing all this.  It's probably some earthly group or government experimenting on people, and then starting cover-up organizations like these so the few people who do figure out they are being experimented on will think that it is the work of aliens, and also become classified as crazies who no one will take seriously.    And, behold, thusly was the law formulated:  Imposition of Order = Escalation of Disorder!  -- HBT; The Gospel According to Fred, 1:6"	m
"So  so so so bloody mad now. I have a feeling I can't get an appoinment with my hairstylist. I'm having crap hair that SOOO needs a cut. My ""boyfriend"" is a screwed insensitve fucked up asshole. I'm suffering from a BAD headache after last night. And I went for Jue Shea's party for nothing.      Yesterday was absolutely crap. I went to her party with the intentions of seeing my ex-classmates. But all that was there were the Form 5 Gods. So had a shitty time. Went back at about 12am.       Went over to Harvin's place at about 12.45am after watching TV. I was sad and tired thanks to Mr-Fucked-Up-Jas and that horrible headache. He and Roshen tried cheering me up with, guess what?            VODKA ON THE ROCKS!!      Taaddaaa. I had a shot coz my head was burning. I couldn't down more. I have pics though. Will post it up later. I think I got on a lil high. I felt VERY happy despite headache and all.   Got back at about 1.30am. Had a crying session thanks to my fucked up """"boyfriend"". Hyon-Xhi, Ah Liang, Har, Roshen, you guys are right. This is stupid, being hooked like that.      OKAY PEEPS. GTG. GONNA SHOWER, THEN MAKE THAT BLOODY CALL TO GET AN APPOINTMENT. PRAY."	f
Remember I said I was a 27 year-old lounge singer wannabe? Yesterday morning, while Papa Carl and I were on our way to work, I saw this sign posted along one of the streets we normally pass through - Center for Pop Music #234-1120. Unbeknownst to Papa Carl, my eyes began to twinkle like those of a little kids who had just discovered where mommy hid the cookie jar. I could practically hear the wheels in my head turning, Theres a Center for Pop Music here in Cebu? Cool! Quick  better memorize the number discreetly before we make a right turn!  So as my driver was smoking his way into oblivion, I was hatching my own plans for stardom.  Why not? I had just finished my MBA (sans the thesis) and my weekends are practically devoted to purely hedonistic pursuits. Plus, Im reeaally potentially the next Regine Velasquez trapped in a bankers body. Really.  Although my singing experience is mostly limited to intermittent videoke sessions, Ive had my public singing debut during my brothers wedding reception in May last year where I did a more-than-decent rendition of Zoom with my equally aspiring diva of a sister.  I dont think our audience really understood what we were zooming about but the robust claps afterwards more than made up for the late nights my sister and I spent belting out the song over and over again.  Star In A Million, here I come! (Is there a category for singers in their late 20s?)   Oh, well. Abangan	f
ben was in a serious car accident last night.  he was hit by a drunk driver - he should be fine but he will be on bed rest for a couple of days.  his car is totaled.  i wish him the best.	f
Hi, guys! Seeing as I am officially on vacation as of 4 pm yesterday, I feel it is my duty - being such a good friend, and all - to gloat about the fact that I am currently slacking off at home, while the rest of you slog through exams...^_-  Anyway, just thought I would share that happy thought with you all!  Mulanda - no te procupes, estoy disfrutando MUCH�SIMO de mis vacaciones.  Buena suerte.	f
I could tell when someone was thinking about me. I knew when they spoke of me. My ears would burn. My head would pound. They are all watching me. But what for? Am I a threat to them? Are they a threat to me? They even speak my name. Usually when I am by myself. That way no one else can hear them in my head. It would get loud. Really loud. I could sometimes not hear others speak. The lights would flicker but only I would notice. Distractions they liked. Making my hands look different. Making people think differently of me. And the yelling... I was always being yelled at. Not by family. The teacher. She was always yelling. I would think something and she would yell at me like I said it out loud. She knows what's going on. But the pain. This spot on my head would kill. And then it would move to different parts of my head. My fingers were always numb. Then my hands. They would tingle alot. I saw it behind the pipes. The eyes. Watching me. Why can't they just leave? But where would they go? They took my emotion. I cannot feel sadness. Sometimes I dream of the future. I know this because the dreams come true. My potatos tasted funny that night. My mother - My own mother! - had put something in them taste minty. I cant remember the rest of the night. All black. I dont remember to eat. I no longer feel hunger. I have to remember to eat just to stay alive. I dont want to die you know. I will never die. They can't make me. No one else can see them. They dont let them. They want control. Thats all they want is control. But no me. No, they will never control me. Never. My mind will blow them away. But I cannot let them know this. I have to shut down. Build a wall of brick. I don't even like pudding that much. And the thoughts make no sense. They come to me at the speed of light. They don't relate to each other. I get looked at funny because of this. Nobody understands my thoughts. I can make sense out of them but no one else can. It leaves the world to suffer without my knowledge. If only they all knew what I know. Boy! What a world we could have!	f
Right now  urlLink I rank 79,045 as an Amazon.com reviewer . I'd like to see if I could improve that drastically. I should be able to rank in the top 10,000 with a little more effort.	m
j2theloboy182: im looking at jlos nipple right now Jumper991: how j2theloboy182: its covered but its kinda hard not to see j2theloboy182: haha j2theloboy182: she kinda has itis like mad and shes wearing the tightest shirt ever Jumper991: i think shes ugly j2theloboy182: its goin to rip j2theloboy182: what j2theloboy182: ??????? Jumper991: am i gonna get hit tomorrow? j2theloboy182: What j2theloboy182: ?????? j2theloboy182: WHAT??????????? j2theloboy182: WHAT IS WRONG WIHT U j2theloboy182: I HATE U j2theloboy182: U SHOULD DIE OF GHONERRAH AND ROT IN HELL Jumper991: quasimodo j2theloboy182: FUCK  j2theloboy182: U Jumper991: ok... home alone now j2theloboy182: i dont care j2theloboy182: burn j2theloboy182: jlo is god and u r the devil j2theloboy182: bb j2theloboy182: gtg ttyl j2theloboy182: dinnert	f
btw, what the hell happened to triebley?	f
http://www.ananova.com/news/story/sm_957945.html?menu=news.quirkies.sexlife	m
"Ok I know this is going to sound like an Allie rant, but I'm going crazy again.  Carl was being such a jerk.   I tell him that ""I'm gonna stay until I find someone better"".. ""Until you find someone better huh?""  ""Ya until someone better says leave him, I'm stayin put.""  No response.. I wanna kill him somedays.  Brian is an emotional wreck.  I've been so horny there is nothing that is working.  I gotta get this female out of my head before I got out to iowa.  I really don't wanna do that.  If that's what it takes.  I can't handle this anymore.  If you guys all thought I was a whore when I lived at Star's you ain't seen nothing yet.. It's like I've gone in to heat or something.  It's totally uncontrolable.  Even when I do get it it's VERY good but i'm still just ok.  I mean I know it's awesome.  I'm never knocking Brian for being bad in bed.  I would be lying.  It;s not him at all.  My sex drive is through the roof right now.  This moon cycle is very rough on me i'm goin to be happy to see it go.  Matt has made me realize that I have not had a woman since Cher was out back in July.  Now I'm really craving her.. This is SOOOOO not a good thing!  What the hell is wrong with me?  I think about it 24-7.  I'm starting to day dream about it in the car.  I mean it's not like I'm afraid to be with another woman or anything.  She's not even all that great in bed.. I meean she's good but not AWESOME.  I think that's my problem the only awesome one I've had that's curbed my appetite is Allison and for what ever reason she's not interested anymore.  I think Jim has brainwashed her to not having energy about anything.  I want my best friends back.  I think Me allison and Gloria should all just get an apartment together.. Me and allison share a bedroom.  That's it.  I miss my best friends.  I know life goes on but why are we all stuck in these dead end relationships and all of us are just DONE.  I mean really done.  If I could take my two best friends with me and move us all in the same place together i think I would be in heaven.  I would finally really be at peace.  Allison would be happy without jim.  Gloria would be happy without Steve.  I'd be happy as long as I could be with allison or gloria and not be with brian.. Before you flip Glor that might not have sounded right.  I really don't feel like over explaining myself but since I just opened up a can I might as well whoop ass on it huh?  In Katy's perfect world Gloria would make steve take fucking responsibility for once in his whole pathetic life and just leave Allison would really realize that she's just ok but not happy by far and CONSTANTLY broke ecause of bad decision HE's made. I would realize that I really am just settling. We'd all move out move in together in to a big 2 bedroom. Be each other's support. Start over.. Do the next 30 years right. Find me a woman that I can be happy with (but that's too much to ask) A booty call that doesn't treat me like a piece of shit (but that's too much to ask) then again this is my perfect world"	f
I just had a talk with my boss and I finally told her about the real situation of my life...I was relieved after that talk and I had 2 things that I would do starting next week: -      1. spend more time with my dad   2. fix myself      I'll be taking a leavecome Monday, and it may take a week or two...but allI want to do is just be with my dad...spend more time with him...do things wenever did before...we'll just be carefree and happy...and at the same time, I would be able to relax myself...unwind...and have a great time with my dad...we'll clear our minds from all the worries and stress and just enjoy life together...and I believethis would help us have a clearer view to where we are heading to and to slowly embrace reality...	f
"•Mood: pessimistic       •Music: Dire Straits - Romeo  Juliet (bad, I know)   Why is this finding a decent job proving so difficult? I turned down a part-time, slave labor, work-out-of-a-home-office, set-up-my-accounting-from-scratch position today. The guy was an arrogant cheapskate but he did have one good line, ""It was a halfway house and we're turning it into a bar/nightclub."" I have never heard Scottsdale summed up so succinctly. Meanwhile the Jewish Community Center hasn't called me yet. How amusing would it be to work there? *sigh* perhaps Monday. I try not to stress about it on weekends when there's really nothing to be done, but poverty is so debilitating! I'm going on a date for food tomorrow, sinking back to old lows. Larrett didn't get his potential good job either so we're in a sorry state around here. Oh and my insurance billing is still super screwed up, even after I've called  twice.  Today I got a deliquent notice for $450 when I don't owe them  anything  til the 1st--and only $100 even then! Ahhhh!"	f
Stand and I wait  And I see  See you move  Move around me  Nothing is as  It would seem to be  Stand and I pray  And I feel  Feel you move  Move around me  Is it all  Coming clear to me  How long can we wait, will we wait for You to come? How long can we wait, will we wait for You to come?   What a great band.  *sigh*  I love them.  I'm tired.  And drugged-up on Hydrocodone.  It started making me dizzy a couple hours ago, and now it's making me tired.  Either that or I'm tired from staying up until about 3am last night, getting up at 7:30 this morning, and being pretty active all day.  I guess they were both this morning, for accuracy's sake.  Anyway, I think I'll go to bed now, leaving you all with this awesome game.  Spend hours on it; it's a blast!   urlLink GROW	m
The pictures within this article couldn't be better:  urlLink Racers death exposes cultural divide .  The guys in the first picture should be the spokesmen for NASCAR.	m
"Hey, sorry if it's been awhile (too long for me not to reply ^^,)  Anyways, i've abandoned my Blog here at blogger.com 'cause it sucked ass. I have my journal @ Tabulas. Here's my URL, BTW:  http://www.tabulas.com/~rai_shirushi  I moved 'cause i can't post my own images here, and that i can't even have a BG music. At Tabulas, i can use my own images and play my own sounds. ^^,  Before you even ask it... i'll answer the question already. ""Hey, i have no friendster."" ^^,"	m
hard for most people. for me, i just want to leave, i don't feel pain until i'm far away and it's too hard for me to get back. my live in doesn't want me to leave, we've had a few conversations today, it's been an emotionally tiring day. try being sympathetic when all you want to do is leave.	f
Hehe, the first day without Matt for a while and I break down.  I knew this would happen.  I can't stand the thought of not having him there to talk to, especially now since he means so much more to me than ever.    I logged online today and found an e-mail from him.  I love getting e-mails from him.  But unfortunately, this one wasn't filled with awesome metaphors and a good message.  This e-mail was filled with two zipped conversations.  From the very first to the most recent (and hopefully not the very last).  Which I guess was nice.  But I wanted a message from him.  Sigh.  12 MB.  Wow.  Since June 17th, 2003.  To July 10th, 2004.  A year.  And more.  I told Amanda about us today.  And that felt good.    Anyway, about the Simpsons.  Today, the episode was really touching and it made me tear up a little bit.  It was about when Homer was a young kid.  He was sent to camp where they made him work.  At camp, Homer met this girl and they shared their first kiss under the stars.  And after that, he didn't see her again.  She was heart broken.  And so was he.  Well, it turns out that the girl was Marge.  And so in the end, they did get back together again.  Without knowing their previous romance.  And I found that very touching.    Its something I would want someday with Matt.  But that road is filled with many many bad parts.  Pain.  And tears.  But in the end, is it worth it?  It is.    Other than that, I'm randomly tearing up whenever I think of Matt and how he's moving away.  Hopefully it'll get better.  Soon.  Also, I might be going away the two weeks he's home.  Which is bad since the last time I saw him (yesterday) we didn't get any alone time.  Which I need before he leaves.  To have him hold me one last time.  Lets hope this all works out.  Hope.  Sigh.	m
So, my reason for creating this blog was not, in fact, to declare my love of earwigs.  I actually don’t even like them very much (with the exception of that whole cerci thing).  I’ve been told that I can be very negative at times.  While I don’t always think this is true, I’d rather not burden my friends with my lamentations.  It’s so nice to be able to express yourself – get it out there – and not have to own up to it.  Doing it secretly is so much more kind.   My first tirade will be about my lack of rational thought.  I am like a child sometimes, wanting instant gratification, and not always thinking things through to the end.  I’ve done this again just recently.  I’ve interviewed for a part-time job and they’ve offered it to me.  Great!  Except now I’m wondering if I can actually afford not to be working full-time.  I should have thought more about this ahead of time, right?  hmmm…	f
I was discussing with my roommate the amount of parting we do.  We estimated out of 52 Fridays a year, we are probly out 48 of those 52.  Plus, we usually have a vendor meet once a week, thats another 58 times of those per year...  Plus we go out a couple of Saturdays a year.  That totlas about 144 days we are out per year.  Then consider doubling that for the hang-over days. Thats 288 days.  Jeeze, here we go again!  Off to the country bar!!	m
"next discussion>>   rate this post  Thanks for telling me I don't need therapy! I am glad someone else feels the same way I do about it. Your message was comforting. I am feeling a lot better the past couple of days. You are right, I don't have any ""real"" reason to go to therapy, I am happy, my relationship is healthy, and my husband is wonderful, and things are going well otherwise. The only thing that I Was thinking of going for was the overwhelming guilt I feel because of my exposure to militant feminism. It came upon me the other day like a ton of bricks because I was overbusy and overtired. One of the haunting things that overwhelms me with guilt is that I am going back to school. Should be a good thing, but the truth is, is that if I was not with my husband, I would not be in school. It was always something I wanted to do, but I never was like those people that had to have it to be a worthy human being. I always thought, if I ever get to do it, then fine, if not fine. I am successful with or without it. When I moved in with my husband, one door opened after another. I Was able to return to an old employer and work only part time, and registered for classes. I am going for a bachelor's degree, and it is a very heavy load. Honestly, I would not be doing it if not for living with my husband, because if I were living alone, I would be working full time and worrying about supporting myself. So in a way, I feel like I am cheating by having his support. I do help with the household bills, however, we hardly have any bills. We are debt free, cars and all. The financial support I get from my husband, however, is extremely minor compared to the support he gives me verbally, mentally, spiritually, and intellectually with college. He even gets into what I am studying and learns it himself. I'll be sitting at my desk studying one book, and he'll be accross from me studying another of my books. There have been times when I have freaked out, announced that I was going to get a full time job, and quit school, just because it's so hard to shed that mindset that you're useless if a man helps you. My husband has even tutored me in algebra. I don't like the mindset that all men want is their wives to be barefoot, pregnant, illiterate, and confined ot the house. My husband would have never married me if I Was like that. He is totally NOT the stereotypical abusive man. He's a great guy, and a great best friend. He makes it clear to me on a regular basis that he is not only proud of me, but that he wants to be like me, and that I don't have any obligation to him for money or sex, or anything like that. (We have sex, but you know what I mean). Today we were talking, and the subject came up of him going back to school when I am finished. It makes me soooooooooo relieved to think about switching ""roles"" with him in a few years. It would really help in making me feel less guilty about me being in school now. Have me be the main breadwinner and him the student. I am so excited about that, and can't wait. It will not only make things even, but my husband is a genius and *should* go to school. He's a mechanic now, but is thinking of majoring in either aerospace engineering or interior design. It's ultimately up to him, but I am rooting for the aerodynamics thing. There was a great thread about feminism on the stay at home or work debate. It was under ""question of the week"" and entitled, ""Generational feminism"". Reading it was very ""kewl"". For once, a discussion about feminism without nastiness, sarcasm, and complete intolerance of someone not agreeing. (Well, there was some, but for the most part, the thread made me feel a lot better about things). The women discussed differences between the older feminists (50's and 60's) being more about insisting women work, while the younger ones (25-40's) making feminism about having the choice of working or not. I never thought about the age of feminists being the difference in that whole metamorphasis. I always scratched my head as to why the old feminists in my life were so much the former, while the ones on the internet were so much the latter. Maybe their age is the reason. It makes a lot of sense. A lot of people insist that women ""back then"" didn't have choices to go out and work. I always wonder, who set it into place to NOT give them choices? Was it the law? Men? The previous generation? I feel like my mother when saying this, but ""WHO'S *THEY*?"" There's a popular saying that no one can make you inferior without your consent. I believe that these women did have choices all along, just didn't want to accept it. Or didn't know. Or just wanted to complain. Besides, all my great grandmothers worked. So they obviously had choices. By the way, I like the term ""Texas transplant"". Yes, and I am proud of it. Believe me, when I moved here, I didn't know that left wingers were going to hold ALL Texans responsible for GW. Please. I know that that's what was behind that comment. Might I remind you that we had a march for women's lives here. And not all of us like Bush. Remember the Dixie Chicks? Take care, and thanks for the reply. ~Danielle~ Y'all com back now, you hear? :D"	f
Errr... where are you guys? I feel so alone... :(	m
"We're a  jazz band based in SF . Our song ""Cal's Pals"" is in the L.E.A.R. soundtrack. I wrote this tune in the mid-'90s, inspired by the music of Bay Area vibraphone player, the late Cal Tjader. I put in a favorite lick from Cal's tune  Mambo Mindoro  into my tune. In our tune it's the guitar/marimba lick at the end of the guitar solo section of the tune. Echo Beach has performed this tune dozens of times in the past 10 years and just last Sunday I was told at a gig that it's the favorite tune of some people who  buy our CD . This month (May 2004) has been the most surprising and amazing month in our band's 13-year history. Our music was used in a documentary, we are proud to be included in the L.E.A.R. soundtrack, and KGO Radio played our recording of A.C. Jobim's ""Wave"" last week. I will be attending L.E.A.R. with my wife Sharon on Friday 5/28. Shouts out to Bay Area musicians who are carrying on the great musical tradition here. - Blair Helsing, bandleader, Echo Beach"	m
"When asked yesterday by reporter Ron Burgundy, JD Ironmonger was questioning his ability to play soccer, including the position of goalkeeper, his specialty. However, that all changed today when the Ironman was keeper for basically the whole time in a full field scrimmage today. Coach Bret Weaver had this to say to him, ""I'm looking for you to be varsity keeper. You're the best goalie I've ever seen."" JD got his confidence back by actually trying and just having fun, both for the first time this season. ""I'm ready to win a state championship,"" JD said afterwards."	m
Your love is... by  urlLink  ChibiMarronchan        Your name is...           Your kiss is...    delicious      Your hugs are...    warm      Your eyes...    burn into my heart      Your touch is...    irresistable      Your smell is...    beautiful      Your smile is...    encouraging      Your love is...    unique             Created with the ORIGINAL  urlLink  MemeGen  !	f
"Found something funny at one of the websites I find myself visiting way too often for my own good --  urlLink Baseball Primer  -- basically a message board about baseball news and articles.  There's a thread about yesterday's Hall of Fame election of Gary Carter and Eddie Murray, and someone posted a quote from Eddie Murray:  He had just gotten glasses, fairly late in his career, and someone asked him if he'd noticed anything different since he began wearing them, and he said something like, ""I noticed there's a lot of ugly people in the stands.""  That's pretty funny.  And in case you're looking for a couple more websites to make you less productive:  urlLink Television Without Pity  and  urlLink TV Tattle  -- recaps and forums about TV shows at the first, news about TV at the second."	m
urlLink dashboard confessional   - a mark, a mission, a brand, a scar - swiss army romance shrek 2  - soundtrack switchfoot  - the beautiful letdown no doubt  - the singles 1992-2003 dave matthews band  - the central park concert barenaked ladies  - everything to everyone maroon 5  - songs about jane dave matthews  - some devil john mayer  - heavier things	f
"a note of clarification, from sunday's entry.  there's nothing at all sexual about a ""man-crush,"" basically all that it is a way to describe one man's admiration of another to the point that he sorta wishes he was him.  it's completely innocent.  i'm not trying to convince myself or anything.  really.  feeling: odd thinking of: the rest of the month music: ""i can be friends with you."" MxPx"	m
*Today I have an eye doctor appt. at 12  then my baby is coming  over!! YaY!...uhm and yeah I don't think anything after that yet but IDK Ill be with him for a while today! I'm excited I missed him so much! AAAHHHH I CANT WAIT TO SEE LISA!!!!!! AHHH YAY!!! SHE IS MY BOO FOR LIFE!! lol..fo sho durrty...well I'll write after tonight..HoLlA!*	f
"My Reflections...  I watched our members during the Lord's Supper Today.  As we finished singing about Amazing Love as if we were a people totally unamazed by that love, I was struck by how badly we have allowed ourselves to be crippled by a world more amazed by the sight of the blood given, than by the offer of the blood giver.  As words were recited about the life of David - a man after God's own heart - we pursued the desires of our hearts and minds as we tuned out the voice of the speaker.  The text read, the prayer said, we passed the bread.  As we silently partook of a ""communal"" meal, even the sound of cracker cracking on metal was muffled as much as possible.  A tray was passed down one row in my line of sight, and after it passed, I heard the familiar, ""pffftt....."" of a bottled soft drink opening and carbonation escaping.  For one Christian, the refreshment of a coke chased the dryness of the un-risen bread that reminds us of a risen savior.   The bitterness of the sacrifice Christ made to satisfy our greatest need, followed by the world's cheap answer to our need for temporary relief.  What a contrast.  And that contrast describes our attitude in worship.  We seek our own comfort while we ""celebrate"" our leader because he DID NOT seek his own comfort.  To sing with vigor would require energy...not comfort.  To be truly amazed at His love would require contemplation...not comfort.  To encourage each other during the meal would require vulnerability...not comfort.  It seems that our battle cry in the fights over worship and style has always involved finding what our members are comfortable with.  Well...I'm not comfortable with seeking our own comfort..."	m
"Behind schedule with this thing as usual.  So Sunday was a pretty good day, work flew by really fast.  I was busy between cleaning the place, keeping everything stocked, and working the cash drawer.  Then I rushed home to shower and get ready for Sam, Justinn, and Ben's graduation party.  But first, I had to wrap my Dad's Father's Day gift.  I wanted to just put it on their bed so he could see if alone, not in front of everyone.  What I had done was write him a letter thanking him for all the ways he's made this year and the past 18 so great for me.  That morning I had also gone through one of our photo albums and picked out a picture of him and I from when I was about 1 or 2 years old and then I framed it in this distressed frame.  Going through that album was tough though.  It was the first time I really showed a lot of emotion over leaving to go to school.  I realized I'd miss my family, to some degree anyway.  I started to cry pretty hard, looking through all those pictures.  But in a way it was nice, I hadn't been reflecting the way everything's made me feel - graduation, no tears - and so it was a good release of some feelings.  I really needed that.  Anyway, after I prepared the gift I got ready and went to the party.  Since I'd worked all day I'd missed most of the party and everyone was mostly gone but I stayed for a bit and talked to everyone.  Then everyone went their own seperate ways.  Alex and I started watching ""Bowling for Columbine"" but I fell asleep! (for the nine thousanth time we've been together).  So we stopped it and it was an early night, I was asleep by like 11 on my floor because my bed is still covered in stuff to put away in my room.  Swim class today was super exhausting.  I got really frustrated carrying this guy through water.  It was very difficult to hold one of those buoyant guard things and a 200+ pound guy in my arms and swim.  It was just too big an armful.  But it feels good to workout this way, I like this tired feelin although it sucks because I have no energy after class.  One of the girls in the class is so sweet and we're starting to bond.  I was so happy because she actually had heard of AU! She knew where it was and everything.  Most people haven't because it's pretty small.  So that was a nice thing.  After I came home though, I showered, ate and completely crashed on the couch for like 4 hours.  I was so exhausted.  Tonight we finally watched the movie.  It definitely made me think about a lot of different things.  I think the director did a great job of encompassing many different angles of the issue.  So yeah.  Now that I've had my nap I'm real awake but I should try to get some sleep anyway.  Hopefully tomorrow will be better, today was pretty good but I still feel like I'm not getting everything into the day that I want to.  Oh well, it's time to sleep."	f
There is a hand-held icee pop Floating in my brain Can you feel the fear inside Keeping me alive? Numbness in my pinky finger Keeps me hot inside Warm enough to live Yet cold enough to die That chilly feeling in my breast The melting of my life Almost seems like little flames Burning in my toes My head is nice and toasty And my brain is frozen stiff The thoughts move freely through my mouth Though my tongue can't think a bit	f
urlLink    I like this poster :) Spidey and MJ urlLink	f
urlLink    Something brewing...   Property of Nate Vandeweerd	m
So I just have to leave a post up about my awesome boyfriend.  I love that when I pick fights with him, he refuses to play my game and in the end there is no fight, just me looking like a fool... :)  lol.  I just was thinking about how much I loooooooooooooooove him.  :)  I also think I might be in trouble, so maybe this will help  :)    I WUV YOU JOYSWA!  :)	f
"I'm busy working out which alternative transport fuel and technologies show the most promise in greenhouse gas and air pollution emission reduction within a decade at the moment – so many variables, I think my head has gone pop at least twice this week.  So in procrastinating I thought I best stick to something at least a little related…a wrap up about the high profile movie  'The Day After Tomorrow'  from CCNET (a 'scholarly electronic network' by personal subscription only to Benny Peiser – contact me if you want the details, it’s a great review for information scanners:)  Here's three highlights:  In ""The Day After Tomorrow,"" a $125 million disaster film set to open on May 28, global warming from accumulating smokestack and tailpipe gases disrupts warm ocean currents and sets off an instant ice age. Few climate experts think such a prospect is likely, especially in the near future.  But the prospect that moviegoers will be alarmed enough to blame the Bush administration for inattention to climate change has stirred alarm at the space agency, scientists there say. -- Andrew C Revkin, The New York Times, 25 April 2004   So, NASA scientists will be available for interviews. What, then, is the whole fuss about? Is this just another case of hyped up journalism or simply an attempt to rouse controversy which is always an effective and cheap way to promote a bad film? Actually, there seems to be more to this mini-storm than meets the eye. It would appear that the New York Times failed to reveal the real scandal behind the story -  the as yet undisclosed relationship between NASA and the film producers! --Benny Peiser, 26 April 2004  What these people forget is that if the melting ice caps disrupt the Gulf Stream and lower temperatures, this cooling will stop the ice from melting and the process will grind to a halt. When you look at ocean floor sediments, you see that the world has experienced temperatures far higher than those expected to be triggered by the greenhouse effect. When rises in temperatures occurred there was no sudden drop as the ice age enthusiasts predict will happen this time. --Doug Benn, St Andrews University, 25 April 2004"	m
So it begins.  Matts picking me up in about a half an hour to make me breakfast. and then the madness starts.   EXciteD AND streSSed!! MAHHH!!! I just hope everything turns out okay and nothing goes wrong (like..my makeup, which Genie and I are doing. Not that Genie would mess it up but me on the other hand...) and then theres always camping which I am also very skeptical about. Meh? I'm mostly just excited to get my hair done because i found the most awesome hairstyle on the internet that i really hope looks good on me. I'm excited about that and the dance the most, i can't wait to dance with my friends. eee!! excitingtastic.  I need to go paint my toenails before matt gets here, This is is my last blog until tommorow afternoon, I'll write then!	f
"Well, here I am in San Antonio for Father's Day.  I got here yesterday, and mom and I went to go see The Terminal with Tom Hanks.  It was a good movie.  Tom Hanks has got to be one of the most versatile and talented actors out there.  It's funny though, even with his foreign accent, he still maintains some of the classic ""Tom Hanks"" gestures and tonal inflections.  Anyway, good movie.  I would recommend it.  Today mom and I are going to go to this store called The Bombay Company that my mom's been wanting to show me for a while.  Apparently they have really nice home furnishings for decent prices.  Then tonight we are making dinner at home for Father's Day.  My old friend from Texas State, Paris (Matt Sharp) is coming over for dinner.  I haven't seen him in a long time so it will be good to catch up.  We're about to step out, so I'll post more later.    Happy Father's Day to all you dads out there reading my blog... or to all of you sons and daughters, I hope you're enjoying the day with your dad."	f
